aliquot_id;predict.label2;dist.to.template;distCRIS.A;distCRIS.B;distCRIS.C;distCRIS.D;distCRIS.E;dist.to.cls1.rank;ntpCRIS-A;ntpCRIS-B;ntpCRIS-C;ntpCRIS-D;ntpCRIS-E;nominal.p;nominal.p.CRIS.A;nominal.p.CRIS.B;nominal.p.CRIS.C;nominal.p.CRIS.D;nominal.p.CRIS.E;BH.FDR;BH.FDR.CRIS.A;BH.FDR.CRIS.B;BH.FDR.CRIS.C;BH.FDR.CRIS.D;BH.FDR.CRIS.E;Bonferroni.p
CRC0125LMX0A02201TUMR03000;CRIS-A;0.698660548;0.698660548;0.826669688;1.103678014;0.967688907;0.985427353;45;0.301339452;0.173330312;-0.103678014;0.032311093;0.014572647;2.00E-06;2.00E-06;9.00E-05;0.998140004;0.32505735;0.487625025;9.81E-06;9.81E-06;4.42E-04;4.897755808;1.595018251;2.392718745;0.001211998
CRC0151LMX0A02204TUMR05000;CRIS-E;0.935653159;0.953489103;1.022436596;1.051336501;1.110903186;0.935653159;590;0.046510897;-0.022436596;-0.051336501;-0.110903186;0.064346841;0.612980774;0.76001048;0.991596017;0.999210002;1;0.612980774;0.629603981;0.780620934;1.018486756;1.026307222;1.027118644;0.629603981;1
CRC0152LMX0B02201TUMR04000;CRIS-B;0.818072582;0.958931825;0.818072582;1.111847465;1.013483926;1.004712678;158;0.041068175;0.181927418;-0.111847465;-0.013483926;-0.004712678;7.30E-04;0.555370889;7.30E-04;0.999982;0.928370143;0.893938212;0.001155037;0.878733052;0.001155037;1.58221695;1.468909417;1.414429652;0.442379115
CRC0166LMX0A05009TUMR01000;CRIS-D;0.796227462;1.120204195;1.038803444;0.811660653;0.796227462;1.026462908;423;-0.120204195;-0.038803444;0.188339347;0.203772538;-0.026462908;0.02524995;1;0.999918;0.053715893;0.02524995;0.999752;0.030725842;1.21686747;1.216767687;0.065365122;0.030725842;1.216565687;1
CRC0166LMX0A05011TUMR05000;CRIS-C;0.835977304;1.211622612;1.091774797;0.835977304;0.843682829;1.131698343;325;-0.211622612;-0.091774797;0.164022696;0.156317171;-0.131698343;2.94E-04;1;0.996404007;2.94E-04;6.04E-04;0.999868;4.87E-04;1.655737705;1.649783684;4.87E-04;0.001000064;1.655519148;0.178163644
CRC0166LMX0A05015TUMR02000;CRIS-D;0.735256751;1.084160493;1.03155471;0.740327399;0.735256751;0.955039664;414;-0.084160493;-0.03155471;0.259672601;0.264743249;0.044960336;8.40E-05;1;0.999514001;1.42E-04;8.40E-05;0.909100182;1.54E-04;1.836363636;1.835471165;2.61E-04;1.54E-04;1.669438516;0.050903898
CRC0166LMX0A05027TUMR09000;CRIS-D;0.763775163;1.198711939;0.985884492;0.922509698;0.763775163;1.08065202;417;-0.198711939;0.014115508;0.077490302;0.236224837;-0.08065202;2.00E-06;1;0.677076646;0.148563703;2.00E-06;0.997766004;9.81E-06;4.906882591;3.322335606;0.728984647;9.81E-06;4.895920637;0.001211998
CRC0174LMX0A02202TUMR02000;CRIS-C;0.806010697;1.091456419;1.036917471;0.806010697;1.05546623;0.908069975;304;-0.091456419;-0.036917471;0.193989303;-0.05546623;0.091930025;9.02E-04;0.999946;0.991738017;9.02E-04;0.998052004;0.223789552;0.001401566;1.553762246;1.541008303;0.001401566;1.550819268;0.347734535;0.546610907
CRC0175LMX0A02202TUMR03000;CRIS-D;0.823497883;1.169781697;1.13946503;1.1150123;0.823497883;1.034953076;433;-0.169781697;-0.13946503;-0.1150123;0.176502117;-0.034953076;0.00480599;1;1;0.999998;0.00480599;0.993062014;0.006574334;1.367945824;1.367945824;1.367943088;0.006574334;1.358455035;1
CRC0178LMX0B02201TUMR02000;CRIS-C;0.702761898;1.153129109;1.028930529;0.702761898;1.044667399;1.104739182;234;-0.153129109;-0.028930529;0.297238102;-0.044667399;-0.104739182;2.00E-06;0.966166068;0.162937674;2.00E-06;0.262901474;0.765984468;9.81E-06;4.740863458;0.799516037;9.81E-06;1.290026667;3.758595851;0.001211998
CRC0179LMX0A02202TUMR04000;CRIS-C;0.870016393;0.918097368;1.055892301;0.870016393;1.067300219;0.950060068;345;0.081902632;-0.055892301;0.129983607;-0.067300219;0.049939932;0.100875798;0.431101138;0.999602001;0.100875798;0.999902;0.72024056;0.114691808;0.490145008;1.136508091;0.114691808;1.136849178;0.818885139;1
CRC0185LMX0B01201TUMR01000;CRIS-E;1.046703621;1.28413509;1.136127496;1.231712991;1.046910742;1.046703621;606;-0.28413509;-0.136127496;-0.231712991;-0.046910742;-0.046703621;0.394715211;1;0.965252069;0.999978;0.396391207;0.394715211;0.412409341;1.044827586;1.00852199;1.0448046;0.414160468;0.412409341;1
CRC0186LMX0A02201TUMR04000;CRIS-B;0.908644539;1.035261696;0.908644539;1.113141908;1.038672851;0.986362579;186;-0.035261696;0.091355461;-0.113141908;-0.038672851;0.013637421;0.066877866;0.940980118;0.066877866;0.999792;0.950728099;0.616278767;0.077491371;1.090313483;0.077491371;1.1584588;1.101608466;0.71408209;1
CRC0187LMX0A02201TUMR01000;CRIS-E;0.692944141;1.078053325;1.065974191;1.295895239;1.075616648;0.692944141;493;-0.078053325;-0.065974191;-0.295895239;-0.075616648;0.307055859;2.00E-06;0.76984046;0.675718649;1;0.751864496;2.00E-06;9.81E-06;3.777516753;3.315672073;4.906882591;3.689310808;9.81E-06;0.001211998
CRC0199LMX0B02204TUMR05000;CRIS-A;0.600310564;0.600310564;0.953629265;1.074670621;1.036256887;1.002120447;27;0.399689436;0.046370735;-0.074670621;-0.036256887;-0.002120447;2.00E-06;2.00E-06;0.639736721;0.999868;0.994506011;0.944702111;9.81E-06;9.81E-06;3.139112977;4.906234884;4.879924232;4.63554234;0.001211998
CRC0231LMX0A02201TUMR02000;CRIS-A;0.54429242;0.54429242;1.048998224;1.15295232;1.138730737;1.072735468;17;0.45570758;-0.048998224;-0.15295232;-0.138730737;-0.072735468;2.00E-06;2.00E-06;0.343713313;0.976788046;0.951896096;0.55493689;9.81E-06;9.81E-06;1.68656087;4.79298426;4.670842383;2.723010165;0.001211998
CRC0265LMX0B02202TUMR03000;CRIS-B;0.856207898;0.950236932;0.856207898;1.16781217;0.912406605;0.962861302;170;0.049763068;0.143792102;-0.16781217;0.087593395;0.037138698;0.012657975;0.481801036;0.012657975;1;0.176039648;0.601222798;0.01618298;0.615973477;0.01618298;1.278481013;0.225063347;0.768651931;1
CRC0274LMX0A01201TUMR01000;CRIS-D;0.869307406;1.07262996;1.118561092;1.053359331;0.869307406;0.985282181;453;-0.07262996;-0.118561092;-0.053359331;0.130692594;0.014717819;0.156589687;0.99998;1;0.999808;0.156589687;0.958252083;0.174757551;1.115999779;1.116022099;1.115807824;0.174757551;1.069430502;1
CRC0292LMX0A02201TUMR02000;CRIS-A;0.841064431;0.841064431;1.138951132;1.068386579;0.982298627;0.904927463;79;0.158935569;-0.138951132;-0.068386579;0.017701373;0.095072537;4.06E-04;4.06E-04;0.999928;0.979494041;0.477893044;0.030775938;6.60E-04;6.60E-04;1.624547904;1.591349568;0.776416045;0.050000586;0.246035508
CRC0297LMX0A02201TUMR01000;CRIS-C;1.036442037;1.202590989;1.146809038;1.036442037;1.110132166;1.121803338;392;-0.202590989;-0.146809038;-0.036442037;-0.110132166;-0.121803338;0.248109504;0.999292001;0.968610063;0.248109504;0.844046312;0.9000662;0.267059253;1.075614481;1.042589162;0.267059253;0.908511661;0.968810155;1
CRC0318LMX0A02201TUMR01000;CRIS-A;0.870862763;0.870862763;0.990700252;1.245841109;1.102154435;1.049264451;86;0.129137237;0.009299748;-0.245841109;-0.102154435;-0.049264451;2.26E-04;2.26E-04;0.193269613;1;0.963066074;0.695772608;3.82E-04;3.82E-04;0.326698426;1.690376569;1.627944326;1.176117715;0.136955726
CRC0322LMX0A02202TUMR01000;CRIS-C;0.859755583;1.218237636;1.054891465;0.859755583;0.979514119;1.218080537;338;-0.218237636;-0.054891465;0.140244417;0.020485881;-0.218080537;0.002585995;1;0.967434065;0.002585995;0.499231002;1;0.003722358;1.439429929;1.392553547;0.003722358;0.718608045;1.439429929;1
CRC0329LMX0A02201TUMR01000;CRIS-A;0.827253468;0.827253468;0.991501467;1.043615942;1.058083028;1.081609838;70;0.172746532;0.008498533;-0.043615942;-0.058083028;-0.081609838;8.00E-06;8.00E-06;0.317603365;0.779082442;0.868494263;0.95477609;1.80E-05;1.80E-05;0.714165637;1.751851428;1.952903612;2.146917665;0.00484799
CRC0330LMX0A02201TUMR02000;CRIS-A;0.815143468;0.815143468;1.059069833;0.979226588;1.128785905;1.079837073;65;0.184856532;-0.059069833;0.020773412;-0.128785905;-0.079837073;2.00E-06;2.00E-06;0.748032504;0.117067766;0.990610019;0.878756242;9.81E-06;9.81E-06;3.670507671;0.574437782;4.860807056;4.311953708;0.001211998
CRC0339LMX0A02201TUMR01000;CRIS-E;0.839514532;0.975236359;1.157959474;1.108818794;1.077783602;0.839514532;536;0.024763641;-0.157959474;-0.108818794;-0.077783602;0.160485468;2.00E-06;0.013481973;0.968086064;0.768402463;0.512424975;2.00E-06;9.81E-06;0.066154459;4.750284653;3.77046067;2.51440919;9.81E-06;0.001211998
CRC0356LMX0A03001TUMR05000;CRIS-C;0.778964201;1.187368211;1.152089708;0.778964201;1.079755586;1.215535149;286;-0.187368211;-0.152089708;0.221035799;-0.079755586;-0.215535149;2.00E-05;1;0.999998;2.00E-05;0.999024002;1;4.16E-05;2.082474227;2.082470062;4.16E-05;2.080441736;2.082474227;0.012119976
CRC0356LMX0A03003TUMR01000;CRIS-C;0.754301356;1.200510965;1.182429644;0.754301356;1.080190247;1.191005642;269;-0.200510965;-0.182429644;0.245698644;-0.080190247;-0.191005642;4.00E-06;1;1;4.00E-06;0.999610001;1;9.62E-06;2.404761905;2.404761905;9.62E-06;2.403824049;2.404761905;0.002423995
CRC0356LMX0A03005TUMR01000;CRIS-C;0.725801238;1.126834229;1.118149246;0.725801238;1.021685679;1.086964757;242;-0.126834229;-0.118149246;0.274198762;-0.021685679;-0.086964757;2.00E-06;0.999306001;0.998474003;2.00E-06;0.712166576;0.985390029;9.81E-06;4.903477221;4.899394703;9.81E-06;3.494517772;4.83519318;0.001211998
CRC0356LMX0A03006TUMR05000;CRIS-C;0.666663328;1.139208935;1.167933359;0.666663328;1.056306349;1.120018543;219;-0.139208935;-0.167933359;0.333336672;-0.056306349;-0.120018543;2.00E-06;0.999848;0.99999;2.00E-06;0.933062134;0.999038002;9.81E-06;4.906136746;4.906833522;9.81E-06;4.578426341;4.902162179;0.001211998
CRC0357LMX0B02003TUMR01000;CRIS-A;0.903197056;0.903197056;0.907960086;1.062586779;1.049458944;1.022846051;98;0.096802944;0.092039914;-0.062586779;-0.049458944;-0.022846051;0.002901994;0.002901994;0.004083992;0.802650395;0.704250591;0.462307075;0.004147662;0.004147662;0.005837026;1.147184291;1.006546836;0.660750207;1
CRC0451LMX0A02001TUMR01000;CRIS-B;0.701172006;1.137284533;0.701172006;0.998574542;0.99054563;0.833321138;125;-0.137284533;0.298827994;0.001425458;0.00945437;0.166678862;2.00E-06;0.988768022;2.00E-06;0.162833674;0.122625755;1.00E-05;9.81E-06;4.851768596;9.81E-06;0.799005722;0.601710181;4.91E-05;0.001211998
CRC0454LMX0A02001TUMR05000;CRIS-E;0.828105889;0.907229256;1.081036427;1.022775393;1.067246009;0.828105889;531;0.092770744;-0.081036427;-0.022775393;-0.067246009;0.171894111;2.00E-06;0.001031998;0.783148434;0.285807428;0.676826646;2.00E-06;9.81E-06;0.005063893;3.842817416;1.402423495;3.321108888;9.81E-06;0.001211998
CRC0492LMX0B02001TUMR01000;CRIS-A;0.61611694;0.61611694;1.138205491;1.14230664;1.021020557;0.843516518;29;0.38388306;-0.138205491;-0.14230664;-0.021020557;0.156483482;2.00E-06;2.00E-06;0.999406001;0.999582001;0.646354707;1.20E-04;9.81E-06;9.81E-06;4.903967909;4.904831518;3.171586661;5.89E-04;0.001211998
CRC0503LMX0A02001TUMR01000;CRIS-E;0.764366874;0.957856719;1.102041585;1.204061867;1.102098883;0.764366874;505;0.042143281;-0.102041585;-0.204061867;-0.102098883;0.235633126;2.00E-06;0.179727641;0.99524001;1;0.995264009;2.00E-06;9.81E-06;0.881902431;4.883525877;4.906882591;4.883643642;9.81E-06;0.001211998
CRC0507LMX0A02003TUMR01000;CRIS-A;0.818855381;0.818855381;0.976908068;1.037133976;1.035365085;0.969599519;67;0.181144619;0.023091932;-0.037133976;-0.035365085;0.030400481;0.005897988;0.005897988;0.881818236;0.997448005;0.997056006;0.840450319;0.007960314;0.007960314;1.190160025;1.346221584;1.345692516;1.134327157;1
CRC0513LMX0A02002TUMR01000;CRIS-E;0.87429296;1.0384185;1.211010464;1.083827537;1.115821765;0.87429296;555;-0.0384185;-0.211010464;-0.083827537;-0.115821765;0.12570704;2.00E-05;0.286381427;0.999716001;0.683180634;0.888738223;2.00E-05;4.16E-05;0.596381941;2.081882805;1.422706062;1.850774443;4.16E-05;0.012119976
CRC0520LMX0A02001TUMR01000;CRIS-D;0.853169876;0.885036094;0.884415256;0.927884538;0.853169876;1.054298386;444;0.114963906;0.115584744;0.072115462;0.146830124;-0.054298386;6.82E-04;0.006543987;0.006317987;0.064351871;6.82E-04;0.933176134;0.001084754;0.010408546;0.010049082;0.102354945;0.001084754;1.484264402;0.413291173
CRC0521LMX0A02001TUMR01000;CRIS-B;0.89952469;1.20682573;0.89952469;0.962816969;1.034867357;1.121494035;181;-0.20682573;0.10047531;0.037183031;-0.034867357;-0.121494035;0.024243952;1;0.024243952;0.309689381;0.892078216;0.999638001;0.029620634;1.221774194;0.029620634;0.378370493;1.089918143;1.221331912;1
CRC0526LMX0A02001TUMR01000;CRIS-A;0.464654244;0.464654244;1.076094954;1.0693969;1.017551753;0.990898892;4;0.535345756;-0.076094954;-0.0693969;-0.017551753;0.009101108;2.00E-06;2.00E-06;0.766880466;0.715588569;0.265501469;0.111811776;9.81E-06;9.81E-06;3.762992409;3.511309091;1.302784536;0.548647259;0.001211998
CRC0529LMX0A02003TUMR02000;CRIS-C;0.693045514;1.072942336;1.048205978;0.693045514;1.012653417;1.063699705;226;-0.072942336;-0.048205978;0.306954486;-0.012653417;-0.063699705;2.00E-06;0.999956;0.999426001;2.00E-06;0.98977602;0.999876;9.81E-06;4.906666689;4.904066046;9.81E-06;4.856714724;4.906274139;0.001211998
CRC0530LMX0A02001TUMR01000;CRIS-E;0.889175262;1.104142615;1.178115183;0.975823681;1.105842118;0.889175262;570;-0.104142615;-0.178115183;0.024176319;-0.105842118;0.110824738;0.146203708;0.99999;1;0.840482319;0.999994;0.146203708;0.163769772;1.120136673;1.120147874;0.941464483;1.120141153;0.163769772;1
CRC0552LMX0A02001TUMR01000;CRIS-B;0.847709765;1.046320819;0.847709765;1.120649141;0.89438293;0.882459481;165;-0.046320819;0.152290235;-0.120649141;0.10561707;0.117540519;0.037033926;0.998980002;0.037033926;1;0.236529527;0.160921678;0.044265403;1.194047103;0.044265403;1.195266272;0.282715766;0.192344254;1
CRC0554LMX0A02002TUMR01000;CRIS-A;0.518213082;0.518213082;1.036650844;1.110993377;1.03810581;1.033885605;11;0.481786918;-0.036650844;-0.110993377;-0.03810581;-0.033885605;2.00E-06;2.00E-06;0.753008494;0.994740011;0.764114472;0.730464539;9.81E-06;9.81E-06;3.69492427;4.88107244;3.749419999;3.58430373;0.001211998
CRC0568LMX0A02002TUMR01000;CRIS-B;0.887666568;0.992582123;0.887666568;0.961737085;1.085643646;1.05603398;178;0.007417877;0.112333432;0.038262915;-0.085643646;-0.05603398;0.200993598;0.948892102;0.200993598;0.813696373;0.99997;0.999326001;0.220256999;1.039834745;0.220256999;0.891681739;1.095807993;1.095102273;1
CRC0569LMX0A02002TUMR05000;CRIS-B;0.768450136;1.187711715;0.768450136;1.021781903;1.015487135;1.060262714;150;-0.187711715;0.231549864;-0.021781903;-0.015487135;-0.060262714;2.00E-06;0.999570001;2.00E-06;0.290609419;0.242995514;0.634040732;9.81E-06;4.904772636;9.81E-06;1.425986298;1.192350457;3.111163429;0.001211998
CRC0572LMX0B02001TUMR01000;CRIS-D;0.831264838;1.042792888;0.930008086;0.995552317;0.831264838;0.873231065;438;-0.042792888;0.069991914;0.004447683;0.168735162;0.126768935;7.80E-05;0.83987832;0.048853902;0.439425121;7.80E-05;0.001815996;1.44E-04;1.551726409;0.090260563;0.811864706;1.44E-04;0.003355164;0.047267905
CRC0574LMX0A04001TUMR05000;CRIS-C;0.662159112;1.110796993;1.130539785;0.662159112;1.127689086;1.054927118;218;-0.110796993;-0.130539785;0.337840888;-0.127689086;-0.054927118;2.00E-06;0.129317741;0.234411531;2.00E-06;0.217145566;0.011453977;9.81E-06;0.634546974;1.150229861;9.81E-06;1.065507796;0.056203321;0.001211998
CRC0574LMX0A04005TUMR03000;CRIS-C;0.764437043;1.081649023;1.080974937;0.764437043;1.12201685;1.047281395;273;-0.081649023;-0.080974937;0.235562957;-0.12201685;-0.047281395;2.00E-06;0.109605781;0.107061786;2.00E-06;0.347343305;0.027015946;9.81E-06;0.537822698;0.525339613;9.81E-06;1.704372818;0.132564075;0.001211998
CRC0574LMX0A04007TUMR01000;CRIS-C;0.727274858;1.136116227;1.132788424;0.727274858;1.09477986;1.055681073;245;-0.136116227;-0.132788424;0.272725142;-0.09477986;-0.055681073;2.00E-06;0.999400001;0.999186002;2.00E-06;0.986278027;0.893182214;9.81E-06;4.903938467;4.902888397;9.81E-06;4.839550483;4.382740255;0.001211998
CRC0574LMX0A04011TUMR01000;CRIS-C;0.643591657;1.173118741;1.185141847;0.643591657;1.113168274;1.051541386;215;-0.173118741;-0.185141847;0.356408343;-0.113168274;-0.051541386;2.00E-06;0.99975;0.999918;2.00E-06;0.977850044;0.697672605;9.81E-06;4.905655873;4.906480228;9.81E-06;4.798195359;3.423397558;0.001211998
CRC0600LMX0B02003TUMR01000;CRIS-A;0.861767646;0.861767646;1.050496712;1.078571513;1.086302004;0.888835113;85;0.138232354;-0.050496712;-0.078571513;-0.086302004;0.111164887;1.38E-04;1.38E-04;0.748608503;0.911848176;0.938038124;0.001223998;2.43E-04;2.43E-04;1.31876963;1.606337194;1.652474137;0.002156228;0.083627833
CRC0609LMX0A02002TUMR01000;CRIS-B;0.733564221;0.833838346;0.733564221;1.187481896;1.049840586;1.088685056;137;0.166161654;0.266435779;-0.187481896;-0.049840586;-0.088685056;2.00E-06;0.002275995;2.00E-06;1;0.991108018;0.999626001;9.81E-06;0.011168042;9.81E-06;4.906882591;4.863250678;4.905047421;0.001211998
CRC0618LMX0A02001TUMR01000;CRIS-E;1.03038084;1.172476428;1.077496503;1.088668432;1.166321507;1.03038084;605;-0.172476428;-0.077496503;-0.088668432;-0.166321507;-0.03038084;0.346753306;0.998482003;0.75996448;0.833698333;0.997592005;0.346753306;0.366084501;1.054146505;0.802331838;0.880176288;1.05320689;0.366084501;1
CRC0687LMX0A02001TUMR02000;CRIS-C;1.054126261;1.160214308;1.11996679;1.054126261;1.118031458;1.0589857;393;-0.160214308;-0.11996679;-0.054126261;-0.118031458;-0.0589857;0.916118168;0.999982;0.998828002;0.916118168;0.998610003;0.933476133;0.922205332;1.006626399;1.005464733;0.922205332;1.005245285;0.939678632;1
CRC0691LMX0A02002TUMR02000;CRIS-A;0.80463705;0.80463705;1.037994386;1.000343847;1.165010752;0.968856798;62;0.19536295;-0.037994386;-0.000343847;-0.165010752;0.031143202;2.00E-06;2.00E-06;0.540404919;0.218979562;0.999146002;0.069139862;9.81E-06;9.81E-06;2.65170349;1.074507001;4.902692122;0.339261184;0.001211998
CRC0705LMX0A02001TUMR02000;CRIS-D;0.564860491;1.0278718;1.025530825;1.086005781;0.564860491;0.995842452;400;-0.0278718;-0.025530825;-0.086005781;0.435139509;0.004157548;2.00E-06;0.994550011;0.993404013;0.99999;2.00E-06;0.945722109;9.81E-06;4.880140134;4.874516858;4.906833522;9.81E-06;4.64054735;0.001211998
CRC0717LMX0A02002TUMR01000;CRIS-B;0.721476567;0.996254639;0.721476567;1.037601946;0.987922103;0.960638577;130;0.003745361;0.278523433;-0.037601946;0.012077897;0.039361423;2.00E-06;0.340759318;2.00E-06;0.716156568;0.273541453;0.109707781;9.81E-06;1.672065968;9.81E-06;3.514096194;1.342235793;0.538323199;0.001211998
CRC0719LMX0A02001TUMR01000;CRIS-D;0.929144454;0.936114134;0.956922005;1.025140681;0.929144454;1.032266151;462;0.063885866;0.043077995;-0.025140681;0.070855546;-0.032266151;0.119713761;0.153743693;0.293653413;0.871018258;0.119713761;0.905646189;0.13534802;0.17382216;0.332003672;0.984770642;0.13534802;1.023920878;1
CRC0721LMX0A02001TUMR01000;CRIS-E;0.779326273;1.145323243;1.149310256;1.165780462;1.175689341;0.779326273;509;-0.145323243;-0.149310256;-0.165780462;-0.175689341;0.220673727;2.00E-06;0.999988;0.99999;1;1;2.00E-06;9.81E-06;4.906823709;4.906833522;4.906882591;4.906882591;9.81E-06;0.001211998
CRC0730LMX0A02002TUMR01000;CRIS-E;0.665436704;1.041451545;1.02193054;1.004948706;0.854933536;0.665436704;487;-0.041451545;-0.02193054;-0.004948706;0.145066464;0.334563296;2.00E-06;0.999572001;0.997610005;0.990870018;0.10978378;2.00E-06;9.81E-06;4.90478245;4.895155165;4.862082843;0.538696121;9.81E-06;0.001211998
CRC0745LMX0B01001TUMR01000;CRIS-C;0.944970439;1.030591399;1.006278417;0.944970439;1.088775299;1.14228568;376;-0.030591399;-0.006278417;0.055029561;-0.088775299;-0.14228568;0.389003222;0.969418061;0.891248218;0.389003222;0.999678001;1;0.409263806;1.019908585;0.937667395;0.409263806;1.051744563;1.052083333;1
CRC0778LMX0B02002TUMR02000;CRIS-E;0.881400832;1.142247743;1.065446916;1.164340614;0.917489357;0.881400832;564;-0.142247743;-0.065446916;-0.164340614;0.082510643;0.118599168;2.20E-04;0.993474013;0.736770526;0.998708003;0.003137994;2.20E-04;3.73E-04;1.686401266;1.25065249;1.695285853;0.005326678;3.73E-04;0.133319733
CRC1064LMX0B02003TUMR01000;CRIS-D;0.866303904;1.180797052;1.142948814;1.111969261;0.866303904;1.044934986;452;-0.180797052;-0.142948814;-0.111969261;0.133696096;-0.044934986;0.007733985;1;0.999998;0.999804;0.007733985;0.967626065;0.010210882;1.320261438;1.320258797;1.320002667;0.010210882;1.27751938;1
CRC1075LMX0A02002TUMR01000;CRIS-B;0.745876019;1.021017393;0.745876019;0.810039305;1.005262901;1.078553568;142;-0.021017393;0.254123981;0.189960695;-0.005262901;-0.078553568;2.00E-06;0.757678485;2.00E-06;8.00E-06;0.623672753;0.982440035;9.81E-06;3.717839366;9.81E-06;3.93E-05;3.060288973;4.820717905;0.001211998
CRC1078LMX0A02002TUMR02000;CRIS-E;0.804671959;1.115042975;1.141057676;1.163635637;1.120593407;0.804671959;526;-0.115042975;-0.141057676;-0.163635637;-0.120593407;0.195328041;2.00E-06;0.816054368;0.932264135;0.977282045;0.847808304;2.00E-06;9.81E-06;4.004282971;4.574510657;4.795408255;4.160095809;9.81E-06;0.001211998
CRC1090LMX0A02001TUMR01000;CRIS-A;0.872657356;0.872657356;1.100489399;1.158432539;1.040325748;1.086570909;87;0.127342644;-0.100489399;-0.158432539;-0.040325748;-0.086570909;1.06E-04;1.06E-04;0.926152148;0.997624005;0.508058984;0.867680265;1.91E-04;1.91E-04;1.66542493;1.793947023;0.913601615;1.560279645;0.064235872
CRC1137LMX0A02002TUMR01000;CRIS-E;0.8321352;0.878070804;1.037916063;1.226991061;1.102490123;0.8321352;533;0.121929196;-0.037916063;-0.226991061;-0.102490123;0.1678648;2.00E-06;4.60E-05;0.263457473;0.999908;0.8001544;2.00E-06;9.81E-06;2.26E-04;1.292754888;4.906431159;3.926263694;9.81E-06;0.001211998
